Date,FR_10Y,IT_10Y,ES_10Y,AAA_10Y,spread_FR,spread_IT,spread_ES
2024-02-22,2.908,3.915,3.339,2.4798051672,42.81948328,143.51948328,85.91948328000001
2024-02-23,2.825,3.808,3.251,2.4384341998,38.65658002000001,136.95658001999996,81.25658001999997
2024-02-26,2.906,3.895,3.329,2.467280003,43.87199970000002,142.7719997,86.17199970000003
2024-02-27,2.94,3.907,3.355,2.4929769097,44.70230903000001,141.40230903000003,86.20230903000001
2024-02-28,2.932,3.894,3.345,2.5167377375,41.52622624999998,137.72622625,82.82622625
2024-02-29,2.88,3.84,3.281,2.4801097363,39.98902636999997,135.98902636999998,80.08902637
2024-03-01,2.909,3.896,3.315,2.5034683242,40.55316757999998,139.25316758,81.15316758
2024-03-04,2.873,3.823,3.272,2.4336236988,43.93763012000002,138.93763012,83.83763011999999
2024-03-05,2.791,3.711,3.178,2.3635148956,42.74851044000001,134.74851044,81.44851044
2024-03-06,2.786,3.661,3.159,2.3597086823,42.62913177000001,130.12913177000001,79.92913176999998
2024-03-07,2.744,3.612,3.109,2.3402473323,40.37526677000001,127.17526677,76.87526676999998
2024-03-08,2.72,3.581,3.081,2.3031809889,41.68190111000003,127.78190111,77.78190111
2024-03-11,2.758,3.628,3.127,2.3591203019,39.88796981,126.88796981000002,76.78796980999998
2024-03-12,2.776,3.609,3.137,2.3776217828,39.83782171999999,123.13782172,75.93782172000002
2024-03-13,2.799,3.593,3.154,2.4038314531,39.51685468999999,118.91685469,75.01685468999999
2024-03-14,2.868,3.69,3.225,2.4862550511,38.17449488999998,120.37449488999998,73.87449489
2024-03-15,2.876,3.695,3.238,2.4946028896,38.13971104,120.03971104,74.33971104000001
2024-03-18,2.889,3.683,3.241,2.5102098433,37.87901566999996,117.27901566999996,73.07901566999999
2024-03-19,2.892,3.716,3.258,2.4846293611,40.73706388999998,123.13706389000001,77.33706389
2024-03-20,2.876,3.717,3.249,2.4862311056,38.976889439999994,123.07688944000002,76.27688944000002
2024-03-21,2.843,3.676,3.205,2.4697606676,37.32393323999999,120.62393324,73.52393323999999
2024-03-22,2.796,3.639,3.155,2.37785216,41.81478399999996,126.11478399999996,77.71478399999995
2024-03-25,2.85,3.695,3.208,2.4260237468,42.39762532000002,126.89762532,78.19762532000003
2024-03-26,2.836,3.657,3.181,2.4049985204,43.10014795999999,125.20014796000001,77.60014796000002
2024-03-27,2.786,3.614,3.129,2.3510584666,43.49415334,126.29415333999998,77.79415334
2024-03-28,2.803,3.677,3.153,2.359935488,44.306451199999984,131.7064512,79.3064512
2024-04-02,2.924,3.808,3.263,2.4863921225,43.760787750000006,132.16078775,77.66078775
2024-04-03,2.915,3.833,3.266,2.48413956,43.086044,134.88604400000003,78.186044
2024-04-04,2.868,3.715,3.193,2.4113003171,45.66996829000001,130.36996829,78.16996829000003
2024-04-05,2.912,3.786,3.237,2.4361684019,47.58315981000001,134.98315981000002,80.08315981000003
2024-04-08,2.927,3.799,3.254,2.4923312998,43.46687002,130.66687002,76.16687002
2024-04-09,2.858,3.717,3.181,2.4321874511,42.58125489000002,128.48125489000003,74.88125489000001
2024-04-10,2.922,3.772,3.24,2.483955421,43.8044579,128.80445789999996,75.60445790000001
2024-04-11,2.938,3.849,3.286,2.5216754851,41.63245149000004,132.73245149000005,76.43245149000002
2024-04-12,2.866,3.743,3.188,2.4069398686,45.90601314000003,133.60601314000002,78.10601314000003
2024-04-15,2.961,3.848,3.282,2.5043256274,45.66743725999998,134.36743725999997,77.76743726
2024-04-16,3.007,3.916,3.332,2.565459395,44.154060500000014,135.0540605,76.65406049999999
2024-04-17,2.987,3.886,3.307,2.54460631,44.239369000000025,134.13936900000004,76.23936900000001
2024-04-18,3.006,3.895,3.315,2.5551833059,45.08166940999998,133.98166941,75.98166941
2024-04-19,3.008,3.897,3.307,2.5772617894,43.07382105999999,131.97382105999998,72.97382105999999
2024-04-22,2.986,3.816,3.263,2.5694069878,41.65930122000003,124.65930122,69.35930122
2024-04-23,3.0,3.814,3.275,2.5613382913,43.86617087000002,125.26617087000002,71.36617087000002
2024-04-24,3.09,3.961,3.384,2.6439607161,44.60392838999998,131.70392839,74.00392838999998
2024-04-25,3.129,3.997,3.434,2.6968869031,43.21130969000002,130.01130969000002,73.71130969000004
2024-04-26,3.062,3.887,3.359,2.623464679,43.85353209999998,126.3535321,73.5535321
2024-04-29,3.03,3.823,3.302,2.5936184515,43.63815485,122.93815485000002,70.83815485000002
